Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H3902,2012,52.0,0,0,1,0,0,1368.0,1,1977.0,3,12,0
H3962,2013,26.0,0,0,0,1,1,1365.0,1,1980.0,   .,12,0
H4699,2013,52.0,0,0,1,0,0,2004.0,1,1980.0,7,12,0
H5199,2016,52.0,0,0,1,0,0,1584.0,1,1979.0,4,12,0
H5549,2014,0.0,0,0,1,0,0,620.0,1,1990.0,2,12,0
H7440,2015,52.0,0,1,0,1,1,650.0,1,1960.0,   .,12,0
H15020,2014,52.0,0,1,0,1,1,500.0,1,1960.0,   .,1,0
H13356,2012,52.0,0,1,0,1,1,2100.0,1,1980.0,   .,1,0
H13749,2016,52.0,0,1,0,1,1,4000.0,1,1960.0,   .,16,1
H14144,2016,52.0,0,0,1,0,0,820.0,1,1957.0,5,16,0
H15152,2012,52.0,0,0,1,0,0,1400.0,1,2009.0,5,16,1
H15810,2015,52.0,0,0,1,0,0,3904.0,1,2005.0,4,16,1
H17972,2014,52.0,0,0,1,0,0,2721.0,1,2005.0,4,16,1
H17973,2015,52.0,0,0,1,0,0,2721.0,1,2005.0,4,16,0
H18483,2013,52.0,0,0,1,0,0,550.0,1,1900.0,3,16,0
H18484,2015,51.0,0,0,1,0,0,550.0,1,1900.0,3,16,0
H18514,2013,52.0,1,0,1,0,0,3744.0,1,1978.0,6,16,0
H18515,2014,52.0,1,0,1,0,0,3744.0,1,1978.0,6,16,0
H18625,2013,52.0,0,0,1,0,0,2500.0,1,2009.0,4,16,0
H18626,2015,52.0,0,0,1,0,0,2500.0,1,2009.0,4,16,0
H19160,2013,44.0,0,0,1,0,0,2157.0,1,1998.0,5,16,1
H19161,2014,52.0,0,0,1,0,0,2157.0,1,1998.0,5,16,0
H2500,2012,52.0,1,0,0,1,1,2800.0,1,1960.0,   .,16,0
H505,2013,35.0,1,0,0,1,1,450.0,1,1970.0,   .,16,0
H12657,2013,52.0,1,1,0,1,1,3100.0,1,1960.0,   .,5,1
H18964,2015,52.0,1,0,1,0,0,1300.0,1,2009.0,3,5,0
H3941,2016,52.0,1,0,1,0,0,1517.0,1,1960.0,5,5,0
H3942,2013,52.0,1,0,0,1,1,1003.0,1,1980.0,   .,5,0
H516,2012,52.0,1,1,0,1,1,1003.0,1,1960.0,   .,5,0
H15274,2014,52.0,0,0,1,0,0,1348.0,1,2007.0,2,1,0
H13404,2013,46.0,1,0,1,0,0,4255.0,1,1987.0,2,3,1
H18633,2013,52.0,1,0,1,0,0,2315.0,1,1972.0,5,3,0
H18634,2014,52.0,1,0,1,0,0,2315.0,1,1972.0,5,3,0
H15217,2014,52.0,0,0,1,0,0,1546.0,1,2008.0,2,2,0
H6493,2014,4.0,0,0,1,0,0,2316.0,1,2003.0,2,2,0
H13390,2012,52.0,0,1,0,1,1,600.0,1,1988.0,   .,1,0
H17081,2012,52.0,0,0,1,0,0,2145.0,1,2010.0,2,1,0
H15289,2013,52.0,0,0,1,0,0,2000.0,1,2009.0,4,2,0
H5414,2013,0.0,0,1,0,1,1,12.0,1,1988.0,   .,2,0
H17711,2013,52.0,0,0,1,0,0,4388.0,1,1975.0,6,1,0
H5483,2016,52.0,0,0,1,0,0,550.0,1,1975.0,1,1,0
H18274,2013,52.0,0,0,1,0,0,448.0,1,1850.0,3,4,0
H18384,2014,52.0,0,0,1,0,0,2367.0,1,1850.0,3,4,0
H18566,2012,26.0,0,0,1,0,0,720.0,1,1967.0,3,4,0
H19951,2016,13.0,0,0,1,0,0,980.0,1,1860.0,4,4,0
H12889,2012,52.0,0,1,0,1,1,2408.0,1,1988.0,   .,16,0
H13072,2012,52.0,0,1,0,1,1,350.0,1,1988.0,   .,16,0
H13792,2013,52.0,0,1,0,1,1,8950.0,1,1988.0,   .,16,0
H17144,2015,52.0,0,0,1,0,0,2360.0,1,2011.0,3,16,0
H17889,2012,52.0,0,0,1,0,0,10200.0,1,1971.0,4,16,1
H18510,2012,32.0,0,0,1,0,0,3550.0,1,2006.0,4,16,0
H18671,2012,26.0,0,0,1,0,0,1584.0,1,1970.0,3,16,0
H18672,2013,52.0,0,0,1,0,0,1584.0,1,1970.0,3,16,0
H18698,2016,52.0,0,0,1,0,0,3720.0,1,1998.0,4,16,0
H3551,2012,52.0,0,1,0,1,1,536.0,1,1970.0,   .,16,0
H4007,2012,52.0,0,0,0,1,1,270.0,1,1960.0,   .,16,0
H4408,2013,0.0,0,0,0,1,1,400.0,1,1988.0,   .,16,0
H4767,2013,52.0,0,1,0,1,1,1200.0,1,1988.0,   .,16,1
H6360,2015,52.0,0,0,0,1,1,510.0,1,1960.0,   .,16,0
H6587,2012,52.0,0,1,0,1,1,3900.0,1,1988.0,   .,16,1
H6930,2012,52.0,0,1,0,1,1,460.0,1,1960.0,   .,16,0
H13128,2012,52.0,0,1,0,1,1,390.0,1,1980.0,   .,6,1
H13129,2012,52.0,0,1,0,1,1,3300.0,1,1988.0,   .,6,0
H15660,2015,52.0,0,0,1,0,0,520.0,1,1920.0,4,6,1
H15661,2016,52.0,0,0,1,0,0,520.0,1,1920.0,4,6,0
H18744,2013,52.0,0,0,1,0,0,1215.0,1,1950.0,3,6,0
H6252,2012,52.0,0,0,1,0,0,1941.0,1,1987.0,4,6,1
H4899,2015,52.0,0,0,1,0,0,1850.0,1,1980.0,2,1,0
H14165,2016,52.0,0,1,0,1,1,366.0,1,1988.0,   .,1,0
H13145,2013,39.0,0,1,0,1,1,5500.0,1,1988.0,   .,1,1
H6872,2012,52.0,1,1,0,1,1,287.0,1,1960.0,   .,1,0
H1265,2012,52.0,0,0,1,0,0,2750.0,1,1980.0,5,24,0
H1272,2015,52.0,0,0,1,0,0,300.0,1,1960.0,3,24,0
H14599,2012,52.0,0,1,0,1,1,1420.0,1,1980.0,   .,24,0
H15146,2014,52.0,0,0,1,0,0,975.0,1,1999.0,4,24,0
H15478,2015,52.0,0,0,1,0,0,1365.0,1,1980.0,4,24,0
H15479,2016,52.0,0,0,1,0,0,1365.0,1,1980.0,4,24,0
H15738,2016,52.0,0,0,1,0,0,999.0,1,2006.0,4,24,0
H16058,2013,52.0,0,0,1,0,0,276.0,1,1960.0,3,24,0
H19338,2015,43.0,0,0,1,0,0,480.0,1,1960.0,4,24,0
H19930,2016,22.0,0,0,1,0,0,2410.0,1,1988.0,6,24,0
H19934,2016,13.0,1,0,1,0,0,750.0,1,1938.0,3,24,0
H19960,2016,12.0,1,0,1,0,0,1000.0,1,1976.0,4,24,0
H2537,2013,52.0,0,0,0,1,1,808.0,1,1988.0,   .,24,0
H4661,2014,52.0,0,1,0,1,1,2410.0,1,1988.0,   .,24,0
H485,2012,52.0,0,0,0,1,1,800.0,1,1988.0,   .,24,0
H486,2014,52.0,0,0,0,1,1,800.0,1,1988.0,   .,24,0
H5266,2016,52.0,0,1,0,1,1,1200.0,1,1988.0,   .,24,0
H5303,2013,52.0,0,1,0,1,1,880.0,1,1980.0,   .,24,0
H5304,2014,52.0,0,1,0,1,1,880.0,1,1980.0,   .,24,0
H5391,2014,52.0,0,0,0,1,1,4365.0,1,1980.0,   .,24,0
H5393,2014,52.0,0,1,0,1,1,5007.0,1,1988.0,   .,24,0
H5429,2012,52.0,0,1,0,1,1,585.0,1,1980.0,   .,24,0
H6257,2012,52.0,0,1,0,1,1,450.0,1,1960.0,   .,24,0
H6716,2014,52.0,0,1,0,1,1,450.0,1,1980.0,   .,24,0
H18102,2012,52.0,0,0,1,0,0,660.0,1,2005.0,3,2,0
H18103,2014,52.0,0,0,1,0,0,660.0,1,2005.0,3,2,1
H18264,2012,42.0,0,0,1,0,0,400.0,1,1940.0,4,1,0
H1286,2012,52.0,0,0,0,1,1,700.0,1,1970.0,   .,19,0
H1293,2012,52.0,0,0,0,1,1,210.0,1,1960.0,   .,19,0
H14392,2012,52.0,0,1,0,1,1,2360.0,1,1980.0,   .,19,0
H14393,2012,52.0,0,1,0,1,1,2360.0,1,1980.0,   .,19,0
H14695,2012,52.0,0,1,0,1,1,2115.0,1,1988.0,   .,19,0
H15408,2013,52.0,0,0,1,0,0,1567.0,1,1890.0,3,19,0
H15953,2015,52.0,0,0,1,0,0,600.0,1,1900.0,3,19,0
H19927,2016,13.0,0,0,1,0,0,1650.0,1,1970.0,3,19,0
H19939,2016,22.0,0,0,1,0,0,400.0,1,1850.0,4,19,0
H4611,2012,52.0,0,1,0,1,1,750.0,1,1960.0,   .,19,0
H495,2014,52.0,0,0,0,1,1,1250.0,1,1960.0,   .,19,0
H496,2012,52.0,0,0,1,0,0,880.0,1,1990.0,4,19,1
H5071,2012,52.0,0,0,0,1,1,2610.0,1,1988.0,   .,19,0
H5072,2016,52.0,0,0,0,1,1,1080.0,1,1988.0,   .,19,0
H5246,2015,52.0,0,1,0,1,1,1200.0,1,1980.0,   .,19,0
H5251,2014,52.0,0,1,0,1,1,50.0,1,1980.0,   .,19,0
H5336,2013,52.0,0,0,1,0,0,1427.0,1,2001.0,3,19,0
H7140,2015,52.0,0,1,0,1,1,1835.0,1,1988.0,   .,19,0
H7141,2015,52.0,0,0,1,0,0,1700.0,1,1992.0,5,19,0
H18726,2012,0.0,0,0,1,0,0,2820.0,1,2012.0,5,1,0
H1892,2012,52.0,0,0,0,1,1,2041.0,1,1980.0,   .,2,0
H1893,2014,52.0,0,0,0,1,1,2041.0,1,1980.0,   .,2,0
H19972,2016,8.0,0,0,1,0,0,200.0,1,2006.0,2,1,0
H12625,2013,52.0,0,1,0,1,1,600.0,2,1960.0,   .,76,0
H12626,2014,22.0,0,1,0,1,1,600.0,2,1960.0,   .,76,0
H1311,2014,52.0,0,0,0,1,1,300.0,2,1970.0,   .,76,0
H13126,2013,52.0,0,1,0,1,1,430.0,2,1960.0,   .,76,0
H13498,2015,52.0,0,1,0,1,1,2907.0,2,1988.0,   .,76,0
H1398,2016,52.0,0,0,0,1,1,760.0,2,1960.0,   .,76,0
H1399,2012,52.0,0,0,0,1,1,460.0,2,1960.0,   .,76,0
H1400,2016,52.0,0,0,1,0,0,855.0,2,1960.0,4,76,0
H1401,2013,52.0,0,0,0,1,1,400.0,2,1960.0,   .,76,0
H1422,2013,52.0,0,0,1,0,0,1273.0,2,1960.0,7,76,1
H1423,2014,52.0,0,0,1,0,0,1273.0,2,1960.0,7,76,0
H1425,2013,48.0,0,0,1,0,0,878.0,2,1900.0,3,76,0
H1427,2012,0.0,0,0,0,1,1,153.0,2,1980.0,   .,76,0
H1428,2012,2.0,0,0,0,1,1,912.0,2,1960.0,   .,76,0
H1433,2015,52.0,0,0,0,1,1,659.0,2,1960.0,   .,76,1
H1435,2012,52.0,0,0,0,1,1,324.0,2,1960.0,   .,76,0
H1436,2012,52.0,0,0,0,1,1,300.0,2,1960.0,   .,76,0
H1438,2012,52.0,0,0,0,1,1,508.0,2,1960.0,   .,76,0
H1439,2016,52.0,0,0,0,1,1,788.0,2,1960.0,   .,76,0
H1446,2013,22.0,0,1,0,1,1,330.0,2,1960.0,   .,76,0
H1447,2016,52.0,0,0,1,0,0,828.0,2,1900.0,3,76,0
H1458,2012,52.0,0,1,0,1,1,165.0,2,1980.0,   .,76,0
H1463,2015,52.0,0,0,0,1,1,1022.0,2,1960.0,   .,76,0
H1465,2015,52.0,0,0,1,0,0,1025.0,2,1975.0,3,76,0
H1466,2015,52.0,0,0,0,1,1,3403.0,2,1980.0,   .,76,1
H1470,2012,43.0,0,0,0,1,1,762.0,2,1960.0,   .,76,0
H1471,2013,52.0,0,1,0,1,1,4200.0,2,1960.0,   .,76,0
H1473,2012,52.0,0,0,0,1,1,435.0,2,1960.0,   .,76,0
H14745,2016,52.0,0,1,0,1,1,446.0,2,1980.0,   .,76,0
H1491,2013,52.0,0,0,0,1,1,1486.0,2,1980.0,   .,76,0
H1510,2012,52.0,0,0,0,1,1,938.0,2,1960.0,   .,76,0
H1511,2012,52.0,0,0,1,0,0,900.0,2,1981.0,4,76,0
H1512,2014,52.0,0,0,1,0,0,900.0,2,1981.0,4,76,0
H1513,2016,52.0,0,0,1,0,0,900.0,2,1981.0,4,76,0
H1520,2015,52.0,0,1,0,1,1,881.0,2,1960.0,   .,76,0
H1586,2013,52.0,0,0,0,1,1,5910.0,2,1980.0,   .,76,0
H1617,2016,52.0,0,1,0,1,1,1380.0,2,1960.0,   .,76,0
H16985,2014,52.0,1,0,1,0,0,550.0,2,1895.0,3,76,0
H18211,2012,48.0,0,0,1,0,0,400.0,2,1900.0,3,76,0
H1928,2013,52.0,0,0,0,1,1,524.0,2,1960.0,   .,76,0
H1929,2015,52.0,0,0,0,1,1,524.0,2,1960.0,   .,76,0
H1947,2015,52.0,0,1,0,1,1,920.0,2,1960.0,   .,76,0
H1948,2013,52.0,0,0,0,1,1,810.0,2,1980.0,   .,76,0
H1949,2014,52.0,0,0,0,1,1,810.0,2,1980.0,   .,76,0
H19862,2016,39.0,1,0,1,0,0,4230.0,2,1974.0,8,76,0
H2280,2012,52.0,0,0,0,1,1,300.0,2,1960.0,   .,76,1
H2381,2013,52.0,0,0,1,0,0,452.0,2,1960.0,4,76,0
H2751,2014,52.0,0,0,0,1,1,2775.0,2,1980.0,   .,76,0
H293,2014,9.0,0,0,0,1,1,5000.0,2,1980.0,   .,76,0
H343,2012,52.0,0,0,0,1,1,585.0,2,1980.0,   .,76,0
H344,2013,52.0,0,0,0,1,1,585.0,2,1980.0,   .,76,0
H345,2012,52.0,0,0,0,1,1,870.0,2,1980.0,   .,76,0
H346,2015,52.0,0,0,0,1,1,870.0,2,1980.0,   .,76,0
H3565,2013,52.0,0,1,0,1,1,500.0,2,1970.0,   .,76,0
H3787,2015,52.0,0,0,0,1,1,1300.0,2,1970.0,   .,76,0
H3788,2016,52.0,0,0,0,1,1,1300.0,2,1970.0,   .,76,0
H3789,2013,52.0,0,0,0,1,1,2400.0,2,1980.0,   .,76,0
H3952,2014,52.0,0,0,0,1,1,1200.0,2,1960.0,   .,76,0
H4197,2015,13.0,0,0,0,1,1,2115.0,2,1980.0,   .,76,0
H4435,2013,52.0,0,0,0,1,1,5050.0,2,1960.0,   .,76,1
H4572,2015,52.0,0,0,0,1,1,600.0,2,1960.0,   .,76,0
H4744,2012,52.0,0,0,0,1,1,2115.0,2,1980.0,   .,76,0
H4806,2016,47.0,0,1,0,1,1,173.0,2,1980.0,   .,76,0
H4833,2012,52.0,0,0,0,1,1,799.0,2,1960.0,   .,76,1
H4834,2013,7.0,0,0,0,1,1,799.0,2,1960.0,   .,76,0
H4846,2013,7.0,0,0,0,1,1,480.0,2,1980.0,   .,76,0
H4944,2014,52.0,0,0,0,1,1,2115.0,2,1980.0,   .,76,1
H502,2012,52.0,0,0,0,1,1,591.0,2,1960.0,   .,76,0
H503,2014,52.0,0,0,0,1,1,591.0,2,1960.0,   .,76,0
H504,2016,52.0,0,0,0,1,1,591.0,2,1960.0,   .,76,0
H508,2016,52.0,0,0,0,1,1,841.0,2,1960.0,   .,76,1
H5103,2012,52.0,0,1,0,1,1,480.0,2,1960.0,   .,76,0
H5491,2015,52.0,0,0,0,1,1,1557.0,2,1980.0,   .,76,1
H5958,2013,52.0,0,0,0,1,1,1038.0,2,1960.0,   .,76,1
H6080,2013,45.0,0,1,0,1,1,2166.0,2,1980.0,   .,76,1
H7009,2012,52.0,0,0,0,1,1,251.0,2,1960.0,   .,76,0
H14016,2012,52.0,0,1,0,1,1,1.0,1,1988.0,   .,4,0
H5755,2015,52.0,0,0,0,1,1,8796.0,1,1980.0,   .,4,1
H5818,2012,52.0,0,0,0,1,1,3600.0,1,1980.0,   .,4,0
H5819,2014,39.0,0,0,0,1,1,3600.0,1,1980.0,   .,4,1
H15025,2016,52.0,0,0,1,0,0,1760.0,1,2008.0,5,1,0
H19439,2014,40.0,0,0,1,0,0,2809.0,1,2014.0,3,1,0
H17695,2012,52.0,0,0,1,0,0,433.0,1,2010.0,2,1,0
H14245,2012,17.0,0,1,0,1,1,200.0,1,1980.0,   .,1,0
H1891,2015,52.0,0,0,0,1,1,2041.0,1,1980.0,   .,3,0
H1895,2012,52.0,0,0,0,1,1,2041.0,1,1980.0,   .,3,1
H1897,2016,26.0,0,0,0,1,1,2041.0,1,1980.0,   .,3,0
H1440,2014,52.0,0,0,0,1,1,162.0,1,1960.0,   .,1,0
H6308,2013,52.0,0,1,0,1,1,720.0,1,1960.0,   .,2,0
H6309,2016,52.0,0,1,0,1,1,720.0,1,1960.0,   .,2,0
H1476,2013,52.0,0,0,1,0,0,1765.0,1,1980.0,4,3,0
H7369,2012,52.0,0,0,0,1,1,4600.0,1,1988.0,   .,3,1
H7372,2015,52.0,0,0,0,1,1,4600.0,1,1988.0,   .,3,0
H13801,2013,4.0,0,1,0,1,1,120.0,1,1960.0,   .,2,0
H17028,2013,8.0,0,0,1,0,0,2700.0,1,1970.0,4,2,0
H2954,2013,52.0,0,0,0,1,1,11037.0,1,1980.0,   .,4,1
H3989,2012,52.0,0,0,0,1,1,1493.0,1,1970.0,   .,4,0
H3990,2015,52.0,0,0,0,1,1,1493.0,1,1970.0,   .,4,0
H5131,2013,52.0,0,0,0,1,1,900.0,1,1988.0,   .,4,1
H16452,2012,52.0,0,0,1,0,0,1865.0,1,2000.0,5,1,0
H14669,2013,52.0,0,1,0,1,1,855.0,1,1980.0,   .,1,0
H19723,2016,52.0,0,0,1,0,0,1874.0,1,2015.0,5,1,0
H12767,2013,52.0,0,1,0,1,1,1750.0,1,1988.0,   .,1,0
H17879,2013,52.0,0,0,1,0,0,4000.0,1,2007.0,4,6,0
H17880,2014,52.0,0,0,1,0,0,4000.0,1,2007.0,4,6,1
H2317,2014,52.0,0,0,1,0,0,3600.0,1,1973.0,7,6,0
H4459,2013,52.0,0,0,1,0,0,510.0,1,1980.0,2,6,0
H4460,2016,52.0,0,0,1,0,0,510.0,1,1980.0,2,6,1
H6379,2016,52.0,0,1,0,1,1,4300.0,1,1960.0,   .,6,1
H3501,2016,52.0,0,0,1,0,0,1900.0,1,1995.0,3,1,0
H410,2012,52.0,0,0,1,0,0,563.0,1,1960.0,4,1,0
H15173,2015,52.0,0,1,0,1,1,600.0,2,1960.0,   .,3,0
H17770,2014,52.0,1,0,1,0,0,410.0,2,1980.0,2,3,0
H2038,2012,52.0,0,0,0,1,1,800.0,2,1960.0,   .,3,1
H15576,2013,52.0,0,0,1,0,0,620.0,2,1900.0,3,2,0
H18916,2016,52.0,1,0,1,0,0,360.0,2,1900.0,4,2,1
H4367,2014,52.0,0,0,0,1,1,600.0,2,1980.0,   .,2,0
H7046,2012,52.0,0,0,0,1,1,4800.0,2,1960.0,   .,2,0
H12818,2012,52.0,0,1,0,1,1,10.0,2,1980.0,   .,2,0
H12819,2014,52.0,0,1,0,1,1,10.0,2,1980.0,   .,2,0
H4149,2012,52.0,0,0,0,1,1,2000.0,2,1960.0,   .,1,0
H17146,2013,52.0,0,0,1,0,0,727.0,2,1900.0,3,1,0
H13017,2016,52.0,0,1,0,1,1,5561.0,2,1980.0,   .,3,0
H1355,2014,52.0,1,0,1,0,0,1200.0,2,1545.0,4,3,0
H3775,2012,52.0,0,1,0,1,1,1156.0,2,1980.0,   .,3,1
H3078,2013,52.0,0,0,0,1,1,528.0,2,1980.0,   .,1,0
H2390,2012,52.0,0,0,0,1,1,437.0,2,1960.0,   .,3,0
H4293,2012,52.0,1,1,0,1,1,2150.0,2,1988.0,   .,3,0
H6325,2014,52.0,1,0,1,0,0,1000.0,2,1870.0,3,3,0
H14957,2014,52.0,1,1,0,1,1,1054.0,2,1960.0,   .,2,0
H19814,2016,52.0,1,0,1,0,0,3031.0,2,1979.0,4,2,1
H14255,2013,52.0,0,1,0,1,1,17800.0,2,1980.0,   .,1,0
H13634,2012,52.0,0,1,0,1,1,1833.0,2,1960.0,   .,1,0
H15460,2012,52.0,1,0,1,0,0,1347.0,2,2009.0,2,8,0
H2111,2012,52.0,0,0,1,0,0,1350.0,2,1958.0,4,8,0
H2112,2014,52.0,0,0,1,0,0,1350.0,2,1958.0,4,8,0
H23,2013,52.0,0,0,1,0,0,1300.0,2,1960.0,5,8,0
H2723,2012,52.0,0,0,0,1,1,590.0,2,1960.0,   .,8,0
H42,2013,52.0,0,0,0,1,1,420.0,2,1980.0,   .,8,0
H4230,2012,52.0,0,1,0,1,1,2321.0,2,1980.0,   .,8,0
H5752,2014,52.0,0,0,1,0,0,528.0,2,1950.0,3,8,0
H16241,2013,52.0,0,0,1,0,0,4126.0,2,2003.0,5,2,1
H17944,2013,52.0,0,0,1,0,0,400.0,2,1949.0,3,2,0
H5744,2015,52.0,0,0,0,1,1,9609.0,2,1960.0,   .,1,0
H5440,2013,52.0,0,1,0,1,1,1700.0,2,1980.0,   .,1,0
H18,2016,52.0,0,0,0,1,1,600.0,2,1970.0,   .,1,1
H12806,2012,52.0,0,1,0,1,1,4431.0,2,1980.0,   .,7,1
H13087,2015,52.0,0,1,0,1,1,3200.0,2,1960.0,   .,7,0
H15251,2012,48.0,0,0,1,0,0,288.0,2,1900.0,2,7,0
H15252,2014,52.0,0,0,1,0,0,288.0,2,1900.0,2,7,0
H17977,2014,52.0,0,0,1,0,0,300.0,2,1900.0,3,7,0
H2301,2015,26.0,0,0,0,1,1,7900.0,2,1960.0,   .,7,0
H2650,2012,52.0,0,0,0,1,1,2100.0,2,1960.0,   .,7,0
H6904,2015,52.0,0,0,0,1,1,454.0,2,1980.0,   .,1,0
H14373,2012,52.0,0,1,0,1,1,978.0,2,1960.0,   .,4,0
H14374,2013,52.0,0,1,0,1,1,978.0,2,1960.0,   .,4,0
H3716,2016,52.0,0,0,1,0,0,3390.0,2,1971.0,6,4,0
H5323,2013,4.0,0,1,0,1,1,1090.0,2,1960.0,   .,4,0
H2850,2016,0.0,0,0,0,1,1,2310.0,2,1970.0,   .,2,0
H3949,2015,52.0,0,0,0,1,1,950.0,2,1980.0,   .,2,0
H13289,2013,52.0,0,1,0,1,1,1125.0,2,1980.0,   .,38,1
H14283,2012,52.0,0,0,1,0,0,320.0,2,1950.0,4,38,0
H15047,2014,52.0,0,1,0,1,1,592.0,2,1960.0,   .,38,0
H16057,2015,52.0,0,0,1,0,0,3550.0,2,1968.0,8,38,0
H17981,2016,52.0,0,0,1,0,0,3280.0,2,1971.0,7,38,0
H17995,2013,52.0,0,0,1,0,0,470.0,2,1930.0,4,38,0
H198,2012,4.0,0,0,0,1,1,550.0,2,1960.0,   .,38,0
H2129,2013,52.0,0,0,1,0,0,11958.0,2,1960.0,4,38,0
H2130,2015,52.0,0,0,1,0,0,11958.0,2,1960.0,4,38,1
H2221,2013,52.0,0,0,1,0,0,714.0,2,1900.0,4,38,0
H2222,2016,52.0,0,0,1,0,0,714.0,2,1900.0,4,38,1
H2364,2016,52.0,0,0,0,1,1,1087.0,2,1960.0,   .,38,0
H2912,2014,0.0,0,0,0,1,1,300.0,2,1970.0,   .,38,0
H3100,2015,52.0,0,0,1,0,0,3612.0,2,1959.0,9,38,0
H3530,2013,52.0,0,0,0,1,1,1800.0,2,1960.0,   .,38,0
H3531,2014,52.0,0,0,0,1,1,1800.0,2,1960.0,   .,38,1
H3688,2012,52.0,0,0,0,1,1,2738.0,2,1970.0,   .,38,0
H3689,2014,8.0,0,0,0,1,1,2738.0,2,1970.0,   .,38,0
H3927,2013,7.0,0,0,0,1,1,7200.0,2,1960.0,   .,38,0
H4398,2013,52.0,0,0,1,0,0,1050.0,2,1962.0,3,38,0
H4399,2016,50.0,0,0,1,0,0,1050.0,2,1962.0,3,38,0
H4792,2015,52.0,0,0,1,0,0,5300.0,2,1962.0,5,38,0
H4799,2012,52.0,0,0,0,1,1,1428.0,2,1980.0,   .,38,1
H4800,2014,52.0,0,0,0,1,1,1428.0,2,1980.0,   .,38,0
H5611,2016,52.0,0,0,0,1,1,194.0,2,1960.0,   .,38,0
H5736,2015,0.0,0,0,0,1,1,755.0,2,1970.0,   .,38,0
H5801,2012,52.0,0,0,0,1,1,720.0,2,1960.0,   .,38,0
H5802,2015,52.0,0,0,0,1,1,720.0,2,1960.0,   .,38,0
H5806,2016,52.0,0,0,0,1,1,450.0,2,1960.0,   .,38,0
H5822,2012,52.0,0,0,0,1,1,4901.0,2,1980.0,   .,38,1
H5963,2016,52.0,0,0,0,1,1,446.0,2,1960.0,   .,38,0
H6331,2012,52.0,0,0,1,0,0,436.0,2,1900.0,4,38,1
H6332,2015,52.0,0,0,1,0,0,436.0,2,1900.0,4,38,0
H6420,2012,52.0,0,0,0,1,1,3461.0,2,1988.0,   .,38,1
H6830,2012,39.0,0,1,0,1,1,2911.0,2,1960.0,   .,38,0
H6929,2012,52.0,0,1,0,1,1,1800.0,2,1980.0,   .,38,0
H7256,2012,52.0,0,0,0,1,1,2528.0,2,1988.0,   .,38,0
H7299,2013,52.0,0,1,0,1,1,2886.0,2,1960.0,   .,38,0
H18647,2012,22.0,0,0,1,0,0,1020.0,1,1850.0,4,3,1
H18648,2013,52.0,0,0,1,0,0,1020.0,1,1850.0,4,3,0
H18649,2016,52.0,0,0,1,0,0,1020.0,1,1850.0,4,3,0
H15697,2014,52.0,0,0,1,0,0,3737.0,1,2009.0,2,20,0
H17130,2014,13.0,0,0,1,0,0,4650.0,1,2007.0,5,20,0
H17405,2014,26.0,0,0,1,0,0,1363.0,1,1966.0,5,20,0
H17406,2015,52.0,0,0,1,0,0,2644.0,1,1980.0,4,20,1
H17680,2012,52.0,0,0,1,0,0,1730.0,1,1971.0,3,20,0
H17681,2014,39.0,0,0,1,0,0,1730.0,1,1971.0,3,20,0
H17682,2012,52.0,0,0,1,0,0,3786.0,1,1965.0,3,20,0
H17683,2012,52.0,0,0,1,0,0,499.0,1,2004.0,2,20,0
H17687,2013,52.0,0,0,1,0,0,468.0,1,1971.0,1,20,0
H17690,2014,39.0,0,0,1,0,0,6920.0,1,1971.0,4,20,0
H18022,2014,52.0,0,0,1,0,0,5555.0,1,1979.0,4,20,0
H18023,2016,52.0,0,0,1,0,0,5555.0,1,1979.0,4,20,0
H18024,2013,52.0,0,0,1,0,0,2292.0,1,1955.0,5,20,0
H18026,2012,52.0,0,0,1,0,0,1536.0,1,1998.0,4,20,1
H18027,2014,12.0,0,0,1,0,0,1536.0,1,1998.0,4,20,1
H18036,2012,52.0,0,0,1,0,0,5350.0,1,1978.0,5,20,1
H18037,2014,12.0,0,0,1,0,0,5350.0,1,1978.0,5,20,0
H18209,2013,52.0,0,0,1,0,0,2145.0,1,2012.0,5,20,0
H18210,2014,13.0,0,0,1,0,0,2145.0,1,2012.0,5,20,0
H18937,2013,52.0,0,0,1,0,0,8140.0,1,1983.0,5,20,1
H17039,2012,52.0,0,0,1,0,0,1490.0,1,1962.0,3,1,1
H14531,2012,52.0,0,1,0,1,1,665.0,1,1980.0,   .,1,1
H17726,2013,52.0,0,0,1,0,0,3788.0,1,1974.0,5,1,0
H5588,2013,52.0,0,0,1,0,0,270.0,1,1900.0,3,1,0
H2229,2014,26.0,0,0,0,1,1,1500.0,1,1980.0,   .,2,0
H5927,2012,52.0,0,0,1,0,0,2889.0,1,1970.0,5,2,1
H16777,2012,52.0,0,0,1,0,0,700.0,1,1900.0,3,1,0
H12683,2012,52.0,0,1,0,1,1,388.0,1,1960.0,   .,2,0
H12844,2014,52.0,0,0,1,0,0,2470.0,1,1960.0,5,2,0
H16436,2013,52.0,0,0,1,0,0,978.0,1,2009.0,2,1,0
H12803,2013,52.0,0,1,0,1,1,4477.0,1,1988.0,   .,1,1
H13740,2012,52.0,0,1,0,1,1,462.0,2,1960.0,   .,9,1
H14944,2013,48.0,0,1,0,1,1,550.0,2,1960.0,   .,9,0
H1914,2016,52.0,0,0,1,0,0,500.0,2,1950.0,4,9,0
